item_id,order_id,product_id,quantity,unit_price,discount_percent
ITEM0247,ORD0288,PROD0200,2,33683,100
ITEM0248,ORD0408,PROD0409,3,45612,85
ITEM0249,ORD0025,PROD0475,4,25598,53
ITEM0250,ORD0490,PROD0404,3,36384,6
ITEM0251,ORD0007,PROD0381,3,13509,79
ITEM0252,ORD0445,PROD0400,4,54593,28
ITEM0253,ORD0467,PROD0325,3,49686,75
ITEM0254,ORD0280,PROD0379,5,13075,99
ITEM0255,ORD0372,PROD0494,2,19479,57
ITEM0256,ORD0091,PROD0156,1,12453,22
ITEM0257,ORD0377,PROD0264,1,24920,5
ITEM0258,ORD0220,PROD0143,5,17517,16
ITEM0259,ORD0083,PROD0300,3,569,42
ITEM0260,ORD0239,PROD0364,2,2817,19
ITEM0261,ORD0476,PROD0166,5,3532,99
ITEM0262,ORD0478,PROD0321,5,55456,84
ITEM0263,ORD0155,PROD0252,5,36255,45
ITEM0264,ORD0038,PROD0402,3,34632,28
ITEM0265,ORD0490,PROD0095,5,4668,100
ITEM0266,ORD0259,PROD0082,4,35791,68
ITEM0267,ORD0207,PROD0048,3,14696,27
ITEM0268,ORD0340,PROD0170,3,23845,37
ITEM0269,ORD0112,PROD0487,5,34966,60
ITEM0270,ORD0288,PROD0422,1,7718,85
ITEM0271,ORD0178,PROD0229,2,59477,82
ITEM0272,ORD0315,PROD0471,5,16179,5
ITEM0273,ORD0350,PROD0454,3,25193,14
ITEM0274,ORD0198,PROD0132,5,47646,36
ITEM0275,ORD0013,PROD0467,5,54077,98
ITEM0276,ORD0192,PROD0264,5,29400,62
ITEM0277,ORD0023,PROD0152,2,21192,65
ITEM0278,ORD0043,PROD0486,1,11170,98
ITEM0279,ORD0276,PROD0274,1,41286,8
ITEM0280,ORD0108,PROD0344,2,56885,87
ITEM0281,ORD0218,PROD0428,1,13672,68
ITEM0282,ORD0425,PROD0360,4,42573,9
ITEM0283,ORD0383,PROD0352,2,1756,58
ITEM0284,ORD0368,PROD0170,1,5935,9
ITEM0285,ORD0028,PROD0092,3,36774,9
ITEM0286,ORD0295,PROD0421,2,59902,33
ITEM0287,ORD0209,PROD0199,4,41501,51
ITEM0288,ORD0222,PROD0162,1,25726,86
ITEM0289,ORD0061,PROD0274,1,42236,92
ITEM0290,ORD0317,PROD0033,5,3182,89
ITEM0291,ORD0435,PROD0038,3,33153,13
ITEM0292,ORD0149,PROD0403,3,39951,11
ITEM0293,ORD0145,PROD0392,4,25196,50
ITEM0294,ORD0421,PROD0339,1,31263,20
ITEM0295,ORD0274,PROD0113,2,49139,50
ITEM0296,ORD0408,PROD0409,5,19531,81
ITEM0297,ORD0074,PROD0153,-3,930,70
ITEM0298,ORD0448,PROD0285,2,8276,5
ITEM0299,ORD0003,PROD0294,5,26026,68
ITEM0300,ORD0281,PROD0485,1,20168,26
ITEM0301,ORD0384,PROD0380,3,14076,52
ITEM0302,ORD0464,PROD0331,5,9535,20
ITEM0303,ORD0095,PROD0114,-5,54906,32
ITEM0304,ORD0100,PROD0059,2,44173,72
ITEM0305,ORD0437,PROD0028,5,30429,82
ITEM0306,ORD0282,PROD0038,3,44219,8
ITEM0307,ORD0129,PROD0051,2,47752,74
ITEM0308,ORD0250,PROD0488,3,23605,16
ITEM0309,ORD0344,PROD0336,2,6756,36
ITEM0310,ORD0318,PROD0036,2,21026,62
ITEM0311,ORD0231,PROD0169,5,43415,39
ITEM0312,ORD0356,PROD0300,2,37264,72
ITEM0313,ORD0187,PROD0414,3,28269,21
ITEM0314,ORD0003,PROD0161,2,51689,28
ITEM0315,ORD0365,PROD0379,4,18332,46
ITEM0316,ORD0069,PROD0348,3,57733,61
ITEM0317,ORD0237,PROD0229,3,50975,39
ITEM0318,ORD0250,PROD0283,1,11719,82
ITEM0319,ORD0311,PROD0042,3,56476,17
ITEM0320,ORD0457,PROD0276,2,17451,93
ITEM0321,ORD0454,PROD0321,1,47872,9
ITEM0322,ORD0457,PROD0010,5,41594,3
ITEM0323,ORD0417,PROD0298,5,26750,98
ITEM0324,ORD0303,PROD0109,1,36349,33
ITEM0325,ORD0279,PROD0458,5,31139,83
ITEM0326,ORD0397,PROD0077,3,25922,28
ITEM0327,ORD0457,PROD0396,5,48252,37
ITEM0328,ORD0069,PROD0238,5,33650,11
ITEM0329,ORD0204,PROD0187,5,894,84
ITEM0330,ORD0123,PROD0435,5,45037,21
ITEM0331,ORD0388,PROD0264,2,29443,20
ITEM0332,ORD0092,PROD0290,5,43415,18
ITEM0333,ORD0377,PROD0375,4,23714,5
ITEM0334,ORD0113,PROD0390,4,15387,8
ITEM0335,ORD0136,PROD0190,2,3005,85
ITEM0336,ORD0106,PROD0266,3,25634,60
ITEM0337,ORD0470,PROD0233,1,2815,83
ITEM0338,ORD0166,PROD0053,5,41721,35
ITEM0339,ORD0428,PROD0380,3,38121,69
ITEM0340,ORD0292,PROD0090,-4,43039,48
ITEM0341,ORD0188,PROD0301,1,34060,32
ITEM0342,ORD0193,PROD0499,2,34040,51
ITEM0343,ORD0181,PROD0419,3,32106,61
ITEM0344,ORD0455,PROD0310,1,33088,17
ITEM0345,ORD0226,PROD0085,2,5252,65
ITEM0346,ORD0330,PROD0144,2,10046,23
ITEM0347,ORD0081,PROD0186,-5,47209,15
ITEM0348,ORD0339,PROD0118,4,53361,42
ITEM0349,ORD0369,PROD0059,4,44451,61
ITEM0350,ORD0246,PROD0108,5,10767,82
ITEM0351,ORD0427,PROD0211,1,16169,5
ITEM0352,ORD0066,PROD0294,5,10759,17
ITEM0353,ORD0323,PROD0263,1,58579,73
ITEM0354,ORD0076,PROD0029,2,17125,23
ITEM0355,ORD0265,PROD0491,4,39479,72
ITEM0356,ORD0327,PROD0010,3,5819,27
ITEM0357,ORD0230,PROD0311,4,57039,61
ITEM0358,ORD0088,PROD0113,4,39576,18
ITEM0359,ORD0407,PROD0299,2,41042,84
ITEM0360,ORD0262,PROD0136,2,47660,87
ITEM0361,ORD0176,PROD0473,4,39294,75
ITEM0362,ORD0036,PROD0118,4,25461,16
ITEM0363,ORD0056,PROD0009,2,34456,64
ITEM0364,ORD0351,PROD0215,2,39882,12
ITEM0365,ORD0091,PROD0244,5,39509,4
ITEM0366,ORD0450,PROD0402,5,33186,96
ITEM0367,ORD0061,PROD0048,4,43413,16
ITEM0368,ORD0462,PROD0309,5,54432,0
ITEM0369,ORD0460,PROD0481,4,34412,53
ITEM0370,ORD0190,PROD0448,1,45920,67
ITEM0371,ORD0220,PROD0118,4,51944,98
ITEM0372,ORD0196,PROD0180,5,52931,94
ITEM0373,ORD0465,PROD0390,5,6603,54
ITEM0374,ORD0069,PROD0131,4,50391,29
ITEM0375,ORD0466,PROD0440,1,18764,76
ITEM0376,ORD0449,PROD0279,4,17095,24
ITEM0377,ORD0003,PROD0364,1,38078,66
ITEM0378,ORD0061,PROD0267,1,24777,83
ITEM0379,ORD0106,PROD0353,3,26994,46
ITEM0380,ORD0055,PROD0080,4,42901,74
ITEM0381,ORD0130,PROD0134,5,27958,72
ITEM0382,ORD0188,PROD0314,3,44804,50
ITEM0383,ORD0387,PROD0105,4,36382,100
ITEM0384,ORD0286,PROD0248,2,24462,71
ITEM0385,ORD0285,PROD0248,3,20296,73
ITEM0386,ORD0177,PROD0397,4,48420,17
ITEM0387,ORD0438,PROD0443,1,49208,29
ITEM0388,ORD0229,PROD0401,2,6771,27
ITEM0389,ORD0261,PROD0206,3,52684,70
ITEM0390,ORD0315,PROD0357,1,10734,49
ITEM0391,ORD0494,PROD0326,1,52915,11
ITEM0392,ORD0422,PROD0075,4,39537,55
ITEM0393,ORD0046,PROD0033,3,14733,47
ITEM0394,ORD0041,PROD0312,1,47680,49
ITEM0395,ORD0477,PROD0105,4,40436,83
ITEM0396,ORD0267,PROD0147,5,3965,99
ITEM0397,ORD0420,PROD0090,4,28968,1
ITEM0398,ORD0104,PROD0436,5,18943,24
ITEM0399,ORD0018,PROD0402,5,33659,66
ITEM0400,ORD0358,PROD0119,5,11307,86
ITEM0401,ORD0019,PROD0185,2,43127,0
ITEM0402,ORD0500,PROD0081,1,18283,99
ITEM0403,ORD0205,PROD0181,4,26771,75
ITEM0404,ORD0103,PROD0266,1,48495,90
ITEM0405,ORD0036,PROD0471,1,36218,36
ITEM0406,ORD0372,PROD0425,5,38403,44
ITEM0407,ORD0178,PROD0494,3,15030,77
ITEM0408,ORD0494,PROD0100,4,26673,73
ITEM0409,ORD0003,PROD0134,2,26881,64
ITEM0410,ORD0055,PROD0287,1,33175,37
ITEM0411,ORD0175,PROD0485,1,52821,65
ITEM0412,ORD0490,PROD0132,5,53490,73
ITEM0413,ORD0129,PROD0356,4,24912,72
ITEM0414,ORD0248,PROD0395,2,49841,43
ITEM0415,ORD0493,PROD0398,4,44868,58
ITEM0416,ORD0460,PROD0301,1,31786,14
ITEM0417,ORD0133,PROD0035,4,41727,100
ITEM0418,ORD0451,PROD0113,2,52639,40
ITEM0419,ORD0212,PROD0490,3,34049,68
ITEM0420,ORD0005,PROD0359,3,16469,36
ITEM0421,ORD0048,PROD0205,3,5182,70
ITEM0422,ORD0477,PROD0092,4,20769,45
ITEM0423,ORD0112,PROD0458,5,17834,23
ITEM0424,ORD0485,PROD0383,2,32902,94
ITEM0425,ORD0103,PROD0121,2,57396,33
ITEM0426,ORD0106,PROD0118,2,54918,31
ITEM0427,ORD0429,PROD0317,3,10423,99
ITEM0428,ORD0055,PROD0062,1,44490,84
ITEM0429,ORD0253,PROD0315,1,50285,69
ITEM0430,ORD0491,PROD0022,4,24526,79
ITEM0431,ORD0162,PROD0253,5,57135,35
ITEM0432,ORD0252,PROD0094,5,18567,50
ITEM0433,ORD0114,PROD0385,5,8604,6
ITEM0434,ORD0270,PROD0410,4,31547,69
ITEM0435,ORD0017,PROD0258,3,26002,87
ITEM0436,ORD0398,PROD0090,4,8088,89
ITEM0437,ORD0266,PROD0236,3,45368,1
ITEM0438,ORD0007,PROD0346,2,25066,74
ITEM0439,ORD0052,PROD0167,3,40359,33
ITEM0440,ORD0096,PROD0281,3,15741,34
ITEM0441,ORD0242,PROD0491,5,22685,46
ITEM0442,ORD0095,PROD0256,4,13997,53
ITEM0443,ORD0359,PROD0386,3,24125,51
ITEM0444,ORD0144,PROD0231,2,37647,16
ITEM0445,ORD0074,PROD0295,2,53558,12
ITEM0446,ORD0370,PROD0139,2,36594,55
ITEM0447,ORD0439,PROD0196,2,9758,94
ITEM0448,ORD0077,PROD0243,1,11774,53
ITEM0449,ORD0256,PROD0069,5,35195,92
ITEM0450,ORD0162,PROD0403,4,19863,32
ITEM0451,ORD0288,PROD0440,5,3326,50
ITEM0452,ORD0051,PROD0354,2,4134,27
ITEM0453,ORD0417,PROD0131,-4,55182,80
ITEM0454,ORD0050,PROD0231,3,17224,46
ITEM0455,ORD0185,PROD0287,5,53285,32
ITEM0456,ORD0177,PROD0011,4,8145,44
ITEM0457,ORD0445,PROD0348,5,13238,73
ITEM0458,ORD0295,PROD0333,5,11638,99
ITEM0459,ORD0146,PROD0182,3,44318,65
ITEM0460,ORD0250,PROD0397,4,58502,10
ITEM0461,ORD0196,PROD0315,3,30592,80
ITEM0462,ORD0490,PROD0075,2,42181,43
ITEM0463,ORD0216,PROD0324,5,37662,51
ITEM0464,ORD0435,PROD0465,1,5384,20
ITEM0465,ORD0176,PROD0117,3,20966,83
ITEM0466,ORD0150,PROD0364,3,39874,82
ITEM0467,ORD0203,PROD0139,4,51381,46
ITEM0468,ORD0383,PROD0301,5,29710,52
ITEM0469,ORD0086,PROD0095,1,8394,93
ITEM0470,ORD0121,PROD0339,3,48950,89
ITEM0471,ORD0384,PROD0041,2,11138,50
ITEM0472,ORD0053,PROD0049,1,57785,60
ITEM0473,ORD0281,PROD0028,1,50723,50
ITEM0474,ORD0269,PROD0392,1,7011,33
ITEM0475,ORD0317,PROD0080,1,43115,49
ITEM0476,ORD0159,PROD0118,2,48538,36
ITEM0477,ORD0227,PROD0321,2,8803,67
ITEM0478,ORD0430,PROD0088,1,2503,84
ITEM0479,ORD0183,PROD0441,3,56838,60
ITEM0480,ORD0240,PROD0500,5,18052,70
ITEM0481,ORD0228,PROD0070,5,11802,75
ITEM0482,ORD0306,PROD0234,5,28706,67
ITEM0483,ORD0328,PROD0328,5,20493,44
ITEM0484,ORD0247,PROD0277,2,52937,11
ITEM0485,ORD0227,PROD0158,3,27214,33
ITEM0486,ORD0080,PROD0156,-1,206,66
ITEM0487,ORD0418,PROD0389,2,22736,36
ITEM0488,ORD0241,PROD0274,1,45273,62
ITEM0489,ORD0485,PROD0387,4,19835,1
ITEM0490,ORD0393,PROD0221,3,39325,29
ITEM0491,ORD0408,PROD0004,-5,24687,24
ITEM0492,ORD0211,PROD0452,5,28846,50
ITEM0493,ORD0128,PROD0084,4,54491,48
ITEM0494,ORD0113,PROD0135,1,27871,80
ITEM0495,ORD0123,PROD0265,5,53125,88
ITEM0496,ORD0351,PROD0140,3,42697,95
ITEM0497,ORD0273,PROD0415,3,27260,24
ITEM0498,ORD0437,PROD0036,2,9153,37
ITEM0499,ORD0057,PROD0327,4,40683,57
ITEM0500,ORD0140,PROD0359,5,32443,24
ITEM0501,ORD0165,PROD0010,2,3452,68
ITEM0502,ORD0012,PROD0096,1,18688,34
ITEM0503,ORD0065,PROD0367,4,47851,1
ITEM0504,ORD0120,PROD0047,2,1165,63
ITEM0505,ORD0112,PROD0176,4,20619,100
ITEM0506,ORD0410,PROD0256,3,30588,89
ITEM0507,ORD0406,PROD0017,3,5457,96
ITEM0508,ORD0488,PROD0075,1,17665,99
ITEM0509,ORD0201,PROD0037,5,31011,23
ITEM0510,ORD0099,PROD0459,3,53759,48
ITEM0511,ORD0425,PROD0007,1,50541,91
ITEM0512,ORD0128,PROD0198,4,16398,94
ITEM0513,ORD0451,PROD0018,2,30401,94
ITEM0514,ORD0395,PROD0049,5,43847,26
ITEM0515,ORD0243,PROD0200,3,21372,20
ITEM0516,ORD0323,PROD0373,1,49006,70
ITEM0517,ORD0267,PROD0063,3,31737,81
ITEM0518,ORD0153,PROD0102,3,58364,6
ITEM0519,ORD0443,PROD0342,2,7600,30
ITEM0520,ORD0325,PROD0223,-3,1187,21
ITEM0521,ORD0407,PROD0142,5,8041,50
ITEM0522,ORD0405,PROD0125,1,2952,74
ITEM0523,ORD0402,PROD0354,4,45315,76
ITEM0524,ORD0080,PROD0191,1,16500,20
ITEM0525,ORD0256,PROD0047,5,22378,97
ITEM0526,ORD0321,PROD0031,1,23499,82
ITEM0527,ORD0079,PROD0360,5,52069,13
ITEM0528,ORD0065,PROD0250,2,20957,71
ITEM0529,ORD0404,PROD0331,3,52990,56
ITEM0530,ORD0376,PROD0099,1,45370,48
ITEM0531,ORD0184,PROD0371,2,16629,5
ITEM0532,ORD0249,PROD0362,4,36836,37
ITEM0533,ORD0278,PROD0357,4,12637,72
ITEM0534,ORD0096,PROD0279,3,21412,93
ITEM0535,ORD0240,PROD0141,5,56597,70
ITEM0536,ORD0083,PROD0036,5,10359,57
