order_id,customer_id,order_date,status,region_code
ORD0138,CUST0199,2025-10-03 02:55:03,SHIPPED,EAST
ORD0139,,2026-05-12 10:55:44,DELIVERED,NORTH
ORD0140,CUST0473,2024-08-30 17:41:16,CANCELLED,EAST
ORD0141,CUST0048,2026-05-11 18:50:01,RETURNED,SOUTH
ORD0142,CUST0027,2026-02-22 20:15:01,DELIVERED,WEST
ORD0143,CUST0345,2026-07-13 16:27:01,RETURNED,NORTH
ORD0144,,2025-09-18 19:08:33,PLACED,SOUTH
ORD0145,CUST0412,2025-07-12 18:25:22,RETURNED,SOUTH
ORD0146,CUST0246,2025-12-02 05:25:13,SHIPPED,EAST
ORD0147,CUST0156,2025-09-19 10:18:26,PLACED,SOUTH
ORD0148,CUST0480,2024-09-14 07:19:48,SHIPPED,NORTH
ORD0149,CUST0383,2025-03-02 05:58:29,CANCELLED,SOUTH
ORD0150,CUST0357,2025-12-23 04:56:13,RETURNED,SOUTH
ORD0151,CUST0204,2024-09-09 19:32:57,SHIPPED,EAST
ORD0152,CUST0398,2025-01-30 04:58:20,DELIVERED,WEST
ORD0153,CUST0239,2024-10-03 18:26:30,RETURNED,EAST
ORD0154,CUST0158,2024-12-19 19:56:49,DELIVERED,EAST
ORD0155,CUST0263,2026-02-03 01:46:49,CANCELLED,WEST
ORD0156,CUST0051,2025-10-13 10:54:13,CANCELLED,EAST
ORD0157,CUST0469,2025-08-01 21:42:13,SHIPPED,EAST
ORD0158,CUST0161,2025-04-02 11:19:29,CANCELLED,NORTH
ORD0159,CUST0289,2025-04-22 21:21:28,SHIPPED,SOUTH
ORD0160,CUST0009,2024-10-27 01:55:11,DELIVERED,WEST
ORD0161,CUST0152,2025-12-22 21:40:21,SHIPPED,SOUTH
ORD0162,CUST0169,2025-12-10 14:43:06,SHIPPED,WEST
ORD0163,CUST0292,2025-01-17 15:49:32,SHIPPED,WEST
ORD0164,,2024-10-05 04:47:29,DELIVERED,EAST
ORD0165,,2025-02-25 23:09:28,CANCELLED,WEST
ORD0166,CUST0236,2025-11-12 16:25:39,SHIPPED,EAST
ORD0167,CUST0087,2024-09-11 17:08:53,SHIPPED,WEST
ORD0168,CUST0095,2026-06-18 15:14:35,RETURNED,NORTH
ORD0169,CUST0269,2024-12-16 18:53:28,PLACED,NORTH
ORD0170,CUST0484,2025-03-23 07:46:32,PLACED,NORTH
ORD0171,CUST0212,2025-07-31 20:55:34,SHIPPED,SOUTH
ORD0172,CUST0035,2025-07-04 12:27:58,SHIPPED,NORTH
ORD0173,CUST0112,2025-03-31 12:37:51,RETURNED,WEST
ORD0174,CUST0192,2025-11-10 05:16:19,PLACED,WEST
ORD0175,CUST0338,2025-12-13 16:20:17,CANCELLED,NORTH
ORD0176,CUST0004,2025-03-13 22:01:13,RETURNED,WEST
ORD0177,,2026-01-09 02:48:46,PLACED,EAST
ORD0178,CUST0275,2025-10-16 05:31:59,DELIVERED,NORTH
ORD0179,CUST0258,2024-11-14 20:39:51,CANCELLED,SOUTH
ORD0180,CUST0055,2025-10-01 18:28:11,PLACED,SOUTH
ORD0181,CUST0124,2025-10-02 18:53:16,SHIPPED,EAST
ORD0182,CUST0418,28-04-2025 14:27:59,DELIVERED,EAST
ORD0183,CUST0408,2026-04-07 20:25:52,CANCELLED,NORTH
ORD0184,,2025-03-22 04:41:37,CANCELLED,WEST
ORD0185,CUST0290,2025-06-17 04:02:41,SHIPPED,SOUTH
ORD0186,CUST0154,2024-11-27 11:29:05,PLACED,NORTH
ORD0187,CUST0048,2024-07-23 05:53:21,CANCELLED,WEST
ORD0188,CUST0194,2025-03-19 18:33:47,RETURNED,WEST
ORD0189,CUST0029,2025-01-26 16:51:12,PLACED,SOUTH
ORD0190,CUST0043,2026-03-21 17:34:56,CANCELLED,WEST
ORD0191,CUST0331,2025-01-07 13:21:17,DELIVERED,NORTH
ORD0192,CUST0459,2026-01-23 16:10:13,RETURNED,NORTH
ORD0193,CUST0118,2026-02-14 02:59:24,SHIPPED,WEST
ORD0194,CUST0139,2025-11-29 05:54:45,PLACED,NORTH
ORD0195,CUST0351,2025-06-23 05:45:29,DELIVERED,NORTH
ORD0196,CUST0092,2025-02-19 09:30:08,DELIVERED,NORTH
ORD0197,CUST0493,2026-05-03 00:36:10,SHIPPED,SOUTH
ORD0198,CUST0386,2025-04-24 17:07:16,CANCELLED,NORTH
ORD0199,,31-10-2024 19:27:30,SHIPPED,SOUTH
ORD0200,CUST0291,2025-12-29 08:06:32,CANCELLED,EAST
ORD0201,CUST0197,2026-02-08 19:25:10,SHIPPED,NORTH
ORD0202,CUST0257,2025-04-03 00:35:51,DELIVERED,NORTH
ORD0203,CUST0051,2026-06-01 08:47:39,CANCELLED,SOUTH
ORD0204,CUST0430,2025-07-27 06:48:24,PLACED,EAST
ORD0205,CUST0310,2025-07-13 23:56:07,RETURNED,WEST
ORD0206,CUST0497,2025-06-30 09:53:26,DELIVERED,NORTH
ORD0207,CUST0325,2025-04-24 03:14:40,DELIVERED,WEST
ORD0208,CUST0252,2026-03-13 06:31:09,SHIPPED,EAST
ORD0209,CUST0284,2025-03-13 18:13:24,CANCELLED,WEST
ORD0210,CUST0096,2025-08-01 17:37:15,RETURNED,WEST
ORD0211,CUST0044,2025-09-20 23:43:28,RETURNED,EAST
ORD0212,CUST0409,2024-10-12 00:36:13,SHIPPED,NORTH
ORD0213,CUST0043,2024-12-03 00:24:34,DELIVERED,SOUTH
ORD0214,CUST0195,2025-12-02 21:46:13,SHIPPED,WEST
ORD0215,CUST0163,2025-11-02 16:10:32,DELIVERED,NORTH
ORD0216,CUST0047,2024-09-21 03:55:00,PLACED,EAST
ORD0217,CUST0228,2026-05-04 07:58:30,DELIVERED,EAST
ORD0218,CUST0053,2025-02-22 10:52:35,SHIPPED,NORTH
ORD0219,CUST0096,2026-05-17 11:23:56,CANCELLED,WEST
ORD0220,CUST0286,2026-04-22 09:50:35,RETURNED,WEST
ORD0221,CUST0053,2024-11-05 05:38:11,PLACED,NORTH
ORD0222,CUST0182,2026-06-11 18:47:50,RETURNED,NORTH
ORD0223,CUST0306,2025-09-10 20:23:03,RETURNED,EAST
ORD0224,CUST0443,2024-12-19 01:34:22,CANCELLED,NORTH
ORD0225,CUST0150,2025-02-08 22:51:57,CANCELLED,WEST
ORD0226,CUST0399,2026-02-09 06:04:44,PLACED,SOUTH
ORD0227,CUST0293,2026-06-07 22:18:49,RETURNED,SOUTH
ORD0228,CUST0351,2025-11-18 04:50:20,CANCELLED,SOUTH
ORD0229,CUST0072,2024-09-16 21:10:42,DELIVERED,EAST
ORD0230,CUST0138,2026-02-04 12:00:29,CANCELLED,SOUTH
ORD0231,CUST0033,2024-09-16 01:22:24,SHIPPED,WEST
ORD0232,CUST0142,2026-06-12 09:51:44,CANCELLED,EAST
ORD0233,CUST0248,2024-08-02 23:06:36,PLACED,EAST
ORD0234,CUST0129,2026-05-10 09:16:15,SHIPPED,WEST
ORD0235,CUST0305,2025-08-17 10:18:19,RETURNED,SOUTH
ORD0236,CUST0235,2025-11-22 02:11:15,PLACED,SOUTH
ORD0237,CUST0156,2024-08-12 17:19:08,PLACED,WEST
ORD0238,CUST0171,2026-04-11 16:34:07,RETURNED,WEST
ORD0239,CUST0412,2025-10-14 11:02:28,DELIVERED,WEST
ORD0240,CUST0172,2025-10-12 03:18:33,CANCELLED,SOUTH
ORD0241,CUST0154,2025-05-30 04:04:12,DELIVERED,SOUTH
ORD0242,,2026-03-08 22:44:54,DELIVERED,SOUTH
ORD0243,CUST0494,2025-10-20 18:53:25,CANCELLED,EAST
ORD0244,CUST0150,2024-12-31 17:57:46,CANCELLED,SOUTH
ORD0245,CUST0167,2026-06-23 10:32:22,CANCELLED,EAST
ORD0246,CUST0419,2024-08-16 23:08:22,CANCELLED,EAST
ORD0247,CUST0059,2025-09-20 22:16:25,RETURNED,SOUTH
ORD0248,CUST0304,2025-02-06 22:03:24,RETURNED,SOUTH
ORD0249,CUST0350,2025-09-14 14:49:07,RETURNED,NORTH
ORD0250,CUST0488,2026-06-13 20:55:19,CANCELLED,SOUTH
ORD0251,CUST0225,2025-09-11 16:07:37,DELIVERED,NORTH
ORD0252,CUST0420,2025-07-21 04:28:18,CANCELLED,WEST
ORD0253,CUST0072,2025-12-09 09:32:51,DELIVERED,SOUTH
ORD0254,CUST0130,2026-03-13 14:32:25,SHIPPED,WEST
ORD0255,CUST0405,2024-11-11 22:32:09,CANCELLED,NORTH
ORD0256,CUST0230,2025-04-29 15:10:11,RETURNED,WEST
ORD0257,CUST0299,2025-05-20 08:30:57,CANCELLED,WEST
ORD0258,,2025-01-08 22:33:14,PLACED,EAST
ORD0259,CUST0360,2026-06-11 21:24:59,RETURNED,NORTH
ORD0260,CUST0056,2026-03-11 05:38:22,SHIPPED,EAST
ORD0261,CUST0086,2025-10-20 10:46:15,RETURNED,NORTH
ORD0262,CUST0289,2026-02-09 00:09:18,CANCELLED,EAST
ORD0263,CUST0495,2026-05-16 06:30:51,CANCELLED,NORTH
ORD0264,CUST0006,2025-03-02 12:26:02,PLACED,EAST
ORD0265,CUST0114,2024-10-31 11:32:38,RETURNED,SOUTH
ORD0266,CUST0229,2025-07-15 10:28:24,DELIVERED,WEST
ORD0267,CUST0238,2025-08-12 17:25:45,RETURNED,SOUTH
ORD0268,CUST0177,2025-08-19 22:35:08,PLACED,WEST
ORD0269,CUST0054,2024-09-27 19:51:56,DELIVERED,WEST
ORD0270,CUST0472,2025-05-23 16:25:40,PLACED,NORTH
ORD0271,CUST0426,2025-04-28 02:45:43,SHIPPED,EAST
ORD0272,,2025-08-13 12:53:34,DELIVERED,WEST
ORD0273,CUST0402,2024-07-27 17:15:34,SHIPPED,WEST
ORD0274,CUST0179,16-12-2025 05:02:19,CANCELLED,NORTH
ORD0275,CUST0225,2025-01-21 00:52:38,CANCELLED,EAST
ORD0276,CUST0035,2026-05-09 03:20:36,DELIVERED,NORTH
ORD0277,CUST0415,2026-04-06 22:48:45,PLACED,NORTH
ORD0278,CUST0435,2025-11-08 10:16:35,DELIVERED,NORTH
ORD0279,CUST0347,2026-01-01 21:30:50,SHIPPED,SOUTH
ORD0280,CUST0265,2024-11-25 07:21:51,SHIPPED,SOUTH
ORD0281,CUST0170,2026-02-27 15:09:38,RETURNED,WEST
ORD0282,CUST0491,2025-08-22 20:01:07,CANCELLED,SOUTH
ORD0283,CUST0409,2024-11-05 12:30:56,CANCELLED,SOUTH
ORD0284,CUST0096,2025-07-01 01:58:06,CANCELLED,WEST
ORD0285,CUST0015,2024-11-20 03:56:14,RETURNED,SOUTH
ORD0286,CUST0231,2024-12-05 15:19:28,RETURNED,WEST
ORD0287,CUST0200,2025-10-02 09:28:50,PLACED,SOUTH
ORD0288,CUST0106,2025-10-01 23:19:35,DELIVERED,NORTH
ORD0289,CUST0296,2025-12-13 16:10:16,PLACED,SOUTH
ORD0290,,2026-05-27 22:42:44,DELIVERED,SOUTH
ORD0291,CUST0235,2024-11-10 01:09:51,PLACED,EAST
ORD0292,CUST0344,2026-02-11 02:21:21,CANCELLED,EAST
ORD0293,CUST0306,2026-02-08 01:22:07,CANCELLED,WEST
ORD0294,CUST0301,2025-07-30 00:58:23,PLACED,EAST
ORD0295,CUST0181,18-07-2026 23:18:43,CANCELLED,SOUTH
ORD0296,CUST0417,2025-04-24 04:15:00,DELIVERED,NORTH
ORD0297,CUST0345,2024-08-19 21:17:47,SHIPPED,EAST
ORD0298,CUST0061,2025-01-05 10:54:01,SHIPPED,EAST
ORD0299,CUST0060,2026-03-02 22:41:25,SHIPPED,EAST
ORD0300,,2025-08-02 06:07:29,SHIPPED,WEST
ORD0301,CUST0215,2025-01-15 11:56:52,RETURNED,SOUTH
ORD0302,CUST0295,2024-09-06 07:38:00,CANCELLED,WEST
ORD0303,CUST0096,2025-02-09 19:47:24,CANCELLED,SOUTH
ORD0304,CUST0285,2025-05-02 10:35:14,SHIPPED,WEST
ORD0305,CUST0148,2025-01-17 06:14:26,SHIPPED,SOUTH
ORD0306,,2024-08-21 17:49:24,CANCELLED,NORTH
ORD0307,CUST0444,2025-12-20 19:09:19,DELIVERED,NORTH
ORD0308,CUST0249,2024-12-27 02:21:52,SHIPPED,SOUTH
ORD0309,CUST0418,2025-08-25 17:53:48,CANCELLED,WEST
ORD0310,CUST0210,2026-06-24 13:03:25,CANCELLED,WEST
ORD0311,CUST0364,2026-03-26 05:42:31,CANCELLED,WEST
ORD0312,CUST0086,2025-04-26 02:01:47,PLACED,NORTH
ORD0313,CUST0408,2025-05-16 22:23:46,SHIPPED,EAST
ORD0314,CUST0017,2025-07-19 07:10:42,DELIVERED,SOUTH
ORD0315,CUST0276,2026-07-02 10:44:55,DELIVERED,SOUTH
ORD0316,CUST0400,2025-07-07 14:59:04,CANCELLED,WEST
ORD0317,CUST0282,2026-06-04 05:08:11,RETURNED,NORTH
ORD0318,CUST0294,2024-08-24 13:28:24,PLACED,EAST
ORD0319,CUST0397,2024-08-19 11:41:37,RETURNED,EAST
ORD0320,CUST0278,2025-12-05 05:11:38,PLACED,WEST
ORD0321,CUST0280,2025-03-28 04:56:23,SHIPPED,WEST
ORD0322,CUST0053,2024-10-07 16:04:12,SHIPPED,EAST
ORD0323,CUST0448,2026-01-17 02:24:39,PLACED,WEST
ORD0324,CUST0135,2025-08-28 10:54:42,DELIVERED,NORTH
ORD0325,CUST0225,2025-11-23 14:21:39,PLACED,SOUTH
ORD0326,CUST0108,2026-04-24 21:33:37,RETURNED,EAST
ORD0327,CUST0441,2025-02-16 22:08:18,RETURNED,WEST
ORD0328,CUST0085,2026-04-28 22:57:48,RETURNED,SOUTH
ORD0329,CUST0402,2026-02-15 18:00:56,SHIPPED,SOUTH
ORD0330,CUST0413,2025-02-09 00:23:01,PLACED,EAST
ORD0331,CUST0273,2025-10-11 22:17:17,DELIVERED,SOUTH
ORD0332,CUST0166,2025-09-15 07:14:13,DELIVERED,EAST
ORD0333,CUST0294,2025-10-05 08:22:19,DELIVERED,NORTH
ORD0334,CUST0070,2024-12-01 12:36:42,CANCELLED,NORTH
ORD0335,CUST0069,2025-05-08 01:15:34,DELIVERED,SOUTH
ORD0336,CUST0360,2025-12-09 05:12:26,SHIPPED,SOUTH
ORD0337,CUST0075,09-05-2025 11:54:46,DELIVERED,SOUTH
ORD0338,CUST0390,2025-04-29 05:26:30,CANCELLED,WEST
ORD0339,CUST0073,2025-10-18 22:56:37,RETURNED,EAST
ORD0340,CUST0322,2025-12-08 22:53:32,CANCELLED,WEST
ORD0341,CUST0232,2026-06-17 03:58:26,PLACED,NORTH
ORD0342,CUST0207,2026-04-29 10:05:19,RETURNED,EAST
ORD0343,CUST0356,2024-09-17 22:48:43,DELIVERED,WEST
ORD0344,CUST0487,2025-08-24 19:06:39,CANCELLED,EAST
ORD0345,CUST0298,2025-01-30 21:43:37,PLACED,NORTH
ORD0346,CUST0375,2025-05-07 19:05:35,CANCELLED,EAST
ORD0347,CUST0436,2026-06-24 04:02:27,PLACED,WEST
ORD0348,CUST0112,2025-01-08 14:57:34,CANCELLED,SOUTH
ORD0349,CUST0254,2025-08-24 13:41:02,DELIVERED,EAST
ORD0350,CUST0425,2025-05-30 17:15:48,DELIVERED,EAST
ORD0351,CUST0281,2025-04-19 14:18:43,RETURNED,SOUTH
ORD0352,CUST0290,2026-04-15 06:12:49,CANCELLED,EAST
ORD0353,CUST0458,2026-05-24 11:16:43,PLACED,NORTH
ORD0354,CUST0051,2025-04-13 11:41:06,CANCELLED,NORTH
ORD0355,CUST0064,2025-08-01 15:34:25,SHIPPED,WEST
ORD0356,CUST0234,2026-03-27 04:01:20,PLACED,WEST
ORD0357,CUST0104,2025-07-28 22:59:59,SHIPPED,EAST
ORD0358,CUST0082,2026-06-08 13:54:00,DELIVERED,NORTH
ORD0359,CUST0336,2025-10-31 19:07:31,DELIVERED,EAST
ORD0360,CUST0043,2024-07-24 14:48:22,DELIVERED,SOUTH
ORD0361,CUST0027,2025-08-13 06:44:08,CANCELLED,EAST
ORD0362,CUST0372,2026-06-04 14:07:35,SHIPPED,WEST
ORD0363,CUST0336,2024-11-04 10:22:24,PLACED,NORTH
ORD0364,CUST0001,2025-06-26 04:07:21,SHIPPED,WEST
ORD0365,CUST0040,2024-11-25 02:55:57,SHIPPED,SOUTH
ORD0366,CUST0266,2025-01-14 03:09:18,CANCELLED,NORTH
ORD0367,CUST0005,2024-09-17 08:50:42,DELIVERED,NORTH
ORD0368,CUST0395,2025-08-23 03:33:39,CANCELLED,SOUTH
ORD0369,CUST0245,2025-12-01 07:05:49,PLACED,SOUTH
ORD0370,CUST0197,2025-02-22 14:29:06,PLACED,NORTH
ORD0371,CUST0053,2024-12-30 18:46:51,DELIVERED,EAST
ORD0372,CUST0452,2024-11-13 04:30:02,DELIVERED,SOUTH
ORD0373,CUST0196,2024-12-11 15:59:26,SHIPPED,SOUTH
ORD0374,CUST0036,2024-11-18 17:10:12,RETURNED,NORTH
ORD0375,CUST0313,2025-04-26 20:08:29,SHIPPED,WEST
ORD0376,CUST0180,2025-10-30 02:17:15,SHIPPED,SOUTH
ORD0377,CUST0471,2026-01-27 15:18:28,CANCELLED,WEST
ORD0378,CUST0441,15-04-2026 00:57:46,SHIPPED,NORTH
ORD0379,CUST0460,2024-10-19 09:39:05,PLACED,SOUTH
ORD0380,CUST0386,2025-12-14 23:47:36,PLACED,WEST
ORD0381,CUST0180,2025-01-14 09:46:59,CANCELLED,EAST
ORD0382,CUST0406,2025-06-06 12:46:32,SHIPPED,SOUTH
ORD0383,CUST0142,2026-04-10 13:10:12,PLACED,SOUTH
ORD0384,CUST0284,2025-04-01 23:39:07,RETURNED,EAST
ORD0385,CUST0399,2026-01-29 22:21:18,PLACED,EAST
ORD0386,CUST0106,2024-10-15 12:36:10,RETURNED,SOUTH
ORD0387,CUST0383,2025-07-28 11:56:14,CANCELLED,EAST
ORD0388,CUST0331,2025-12-25 23:00:18,PLACED,SOUTH
