user_id,product_id,product_name,category,price,base_price,amount,quantity,supplier,status,region,priority,order_date
U8633,P163,Notebook,Books,367.93,367.93,2575.51,7,NextGen,Pending,North,Low,2025-03-01
U7389,P651,Bat,Sports,2411.05,2411.05,14466.3,6,NextGen,Completed,East,Medium,2025-03-05
U7624,P960,Soap,Beauty,193.67,193.67,1162.02,6,Global Ltd,Cancelled,North,Medium,2024-06-18
U8564,P151,Headphones,Electronics,465.54,465.54,3258.78,7,NextGen,Pending,South,Medium,2024-07-05
U7906,P954,Rice,Groceries,1720.63,1720.63,12044.41,7,NextGen,Completed,North,Medium,2024-09-15
U5051,P959,Novel,Books,3268.21,3268.21,3268.21,1,Vertex,Completed,South,High,2024-07-23
U8619,P362,Perfume,Beauty,3363.82,3363.82,33638.2,10,Global Ltd,Cancelled,North,High,2025-12-17
U7149,P832,Doll,Toys,585.09,585.09,585.09,1,ABC Corp,Cancelled,South,High,2025-02-10
U1672,P645,Car,Toys,4258.95,4258.95,42589.5,10,Prime Supplies,Completed,East,High,2024-12-21
U6934,P948,Gloves,Sports,4120.54,4120.54,8241.08,2,Global Ltd,Pending,South,Low,2025-10-12
U8616,P945,Blocks,Toys,3098.77,3098.77,27888.93,9,Prime Supplies,Completed,North,Medium,2025-03-22
U7209,P129,Soap,Beauty,1257.12,1257.12,10056.96,8,Prime Supplies,Completed,West,High,2024-12-10
U5526,P110,Milk,Groceries,3999.27,3999.27,23995.62,6,ABC Corp,Completed,West,Medium,2025-07-23
U1282,P401,Notebook,Books,3468.52,3468.52,27748.16,8,NextGen,Cancelled,South,Medium,2024-04-05
U6419,P819,Tea,Groceries,2392.64,2392.64,21533.76,9,Prime Supplies,Pending,East,High,2024-12-26
U9779,P289,Desk,Furniture,3620.36,3620.36,21722.16,6,Global Ltd,Cancelled,West,Medium,2025-12-07
U6912,P409,Puzzle,Toys,4903.53,4903.53,19614.12,4,Vertex,Completed,East,High,2024-07-02
U9042,P993,Laptop,Electronics,2789.13,2789.13,8367.39,3,Vertex,Pending,West,Medium,2024-04-15
U8827,P941,Shampoo,Beauty,1736.49,1736.49,1736.49,1,NextGen,Pending,North,Low,2024-04-26
U2395,P221,Monitor,Electronics,801.05,801.05,8010.5,10,Vertex,Cancelled,South,Low,2024-09-11
U8025,P682,Football,Sports,2280.05,2280.05,18240.4,8,Vertex,Cancelled,North,High,2024-11-08
U3847,P176,Notebook,Books,1360.0,1360.0,2720.0,2,ABC Corp,Pending,West,Low,2025-07-19
U5632,P980,Soap,Beauty,1491.73,1491.73,5966.92,4,ABC Corp,Cancelled,South,Medium,2025-12-20
U3441,P946,Notebook,Books,2154.44,2154.44,19389.96,9,ABC Corp,Completed,South,Medium,2024-09-29
U7594,P612,Car,Toys,2223.81,2223.81,17790.48,8,NextGen,Completed,North,Medium,2024-10-05
U3973,P546,Soap,Beauty,2618.87,2618.87,20950.96,8,ABC Corp,Pending,East,Medium,2025-08-22
U6403,P810,Tea,Groceries,1639.24,1639.24,3278.48,2,Prime Supplies,Cancelled,West,Low,2025-02-25
U2899,P985,Laptop,Electronics,2301.39,2301.39,13808.34,6,Vertex,Pending,West,High,2025-02-17
U8242,P308,Dictionary,Books,2616.27,2616.27,26162.7,10,Vertex,Completed,East,Medium,2024-02-22
U3594,P664,Shampoo,Beauty,651.06,651.06,6510.6,10,Vertex,Pending,North,High,2024-11-14
U3522,P833,Table,Furniture,2334.17,2334.17,4668.34,2,Vertex,Cancelled,East,Medium,2025-05-25
U3369,P295,Cream,Beauty,4902.21,4902.21,19608.84,4,ABC Corp,Pending,West,Medium,2025-01-27
U9022,P557,Car,Toys,4111.72,4111.72,20558.6,5,Prime Supplies,Pending,West,Medium,2024-06-01
U4826,P144,Bread,Groceries,4354.53,4354.53,17418.12,4,NextGen,Cancelled,West,Medium,2025-02-24
U6439,P995,Shoes,Clothing,2501.88,2501.88,2501.88,1,ABC Corp,Cancelled,West,High,2024-04-12
U4846,P800,Perfume,Beauty,4368.3,4368.3,4368.3,1,Global Ltd,Cancelled,North,Medium,2025-10-08
U5906,P147,Table,Furniture,3813.83,3813.83,7627.66,2,ABC Corp,Pending,East,Medium,2024-01-30
U3950,P279,Football,Sports,770.57,770.57,6935.13,9,Vertex,Pending,South,Medium,2024-06-23
U1153,P394,Jeans,Clothing,1199.33,1199.33,5996.65,5,ABC Corp,Pending,East,Low,2025-04-21
U8484,P303,Car,Toys,3212.75,3212.75,22489.25,7,NextGen,Completed,South,Medium,2024-11-05
U4770,P921,Perfume,Beauty,4172.55,4172.55,20862.75,5,Global Ltd,Cancelled,South,Low,2025-09-13
U1645,P907,Car,Toys,3404.93,3404.93,10214.79,3,ABC Corp,Cancelled,East,Low,2024-11-12
U7807,P305,Jeans,Clothing,496.16,496.16,2480.8,5,Vertex,Pending,East,High,2024-06-28
U5835,P923,Puzzle,Toys,4574.54,4574.54,36596.32,8,NextGen,Completed,South,High,2024-12-12
U7464,P370,Football,Sports,4837.99,4837.99,43541.91,9,NextGen,Pending,East,Low,2024-01-15
U4830,P125,Yoga Mat,Sports,4120.97,4120.97,24725.82,6,Vertex,Completed,North,Low,2025-04-27
U2911,P146,Shampoo,Beauty,4551.47,4551.47,22757.35,5,Prime Supplies,Pending,North,High,2024-05-23
U7078,P860,Guide,Books,4441.93,4441.93,13325.79,3,Vertex,Cancelled,South,Medium,2025-11-17
U5583,P806,Table,Furniture,4176.78,4176.78,41767.8,10,Global Ltd,Pending,West,High,2024-02-03
U6876,P507,Bread,Groceries,541.81,541.81,3250.86,6,Global Ltd,Completed,West,High,2024-03-03
U1828,P349,Notebook,Books,3226.44,3226.44,32264.4,10,Vertex,Completed,North,Low,2024-12-07
U3417,P102,Dictionary,Books,2952.6,2952.6,11810.4,4,Global Ltd,Completed,East,High,2025-09-02
U6869,P702,Table,Furniture,3322.24,3322.24,3322.24,1,ABC Corp,Completed,East,High,2024-08-31
U2041,P559,Jacket,Clothing,3721.5,3721.5,33493.5,9,Vertex,Cancelled,North,Medium,2025-05-02
U9543,P569,Novel,Books,4729.81,4729.81,4729.81,1,ABC Corp,Pending,West,Medium,2024-11-04
U8433,P719,Tea,Groceries,1935.48,1935.48,19354.8,10,ABC Corp,Cancelled,North,Low,2025-06-01
U8430,P525,Novel,Books,2178.85,2178.85,8715.4,4,Prime Supplies,Pending,East,Low,2025-02-12
U8770,P193,Puzzle,Toys,1902.79,1902.79,5708.37,3,ABC Corp,Pending,North,Low,2024-03-09
U6119,P206,Bat,Sports,4347.06,4347.06,4347.06,1,Global Ltd,Cancelled,West,High,2024-12-26
U5564,P331,Sofa,Furniture,1783.06,1783.06,16047.54,9,Vertex,Cancelled,North,Low,2025-08-10
U6062,P459,Puzzle,Toys,193.32,193.32,966.6,5,Global Ltd,Completed,West,High,2024-12-13
U2391,P259,Milk,Groceries,1592.6,1592.6,9555.6,6,Vertex,Completed,North,Medium,2024-02-23
U7785,P320,Shampoo,Beauty,3326.6,3326.6,26612.8,8,Prime Supplies,Pending,North,Medium,2024-10-06
U1126,P864,Shoes,Clothing,3832.6,3832.6,19163.0,5,Global Ltd,Completed,West,Low,2025-05-24
U7636,P432,Bat,Sports,2888.33,2888.33,20218.31,7,Vertex,Pending,East,High,2024-01-22
U7560,P180,Gloves,Sports,4230.2,4230.2,16920.8,4,Prime Supplies,Cancelled,East,High,2025-06-20
U2868,P622,Milk,Groceries,3906.63,3906.63,7813.26,2,Prime Supplies,Pending,South,High,2025-06-27
U3504,P177,Desk,Furniture,774.9,774.9,3099.6,4,NextGen,Pending,West,Low,2025-11-02
U2118,P552,Bread,Groceries,4328.02,4328.02,25968.12,6,Prime Supplies,Cancelled,North,Medium,2025-04-25
U1672,P929,Bat,Sports,2340.42,2340.42,21063.78,9,Prime Supplies,Cancelled,West,Low,2025-04-05
U6626,P616,Jeans,Clothing,4790.73,4790.73,38325.84,8,ABC Corp,Completed,West,Medium,2024-03-27
U6543,P712,T-Shirt,Clothing,1851.29,1851.29,9256.45,5,Prime Supplies,Completed,East,High,2025-11-26
U6461,P696,Bat,Sports,1456.53,1456.53,14565.3,10,Prime Supplies,Pending,West,High,2024-03-24
U6381,P786,Chair,Furniture,1582.43,1582.43,11077.01,7,NextGen,Cancelled,East,High,2024-05-10
U8967,P331,Milk,Groceries,1578.89,1578.89,6315.56,4,Global Ltd,Completed,East,High,2024-07-15
U7172,P266,Phone,Electronics,3326.55,3326.55,33265.5,10,Vertex,Completed,West,High,2024-06-06
U5668,P339,Bat,Sports,1853.28,1853.28,7413.12,4,Prime Supplies,Pending,South,Medium,2025-04-04
U9239,P528,Cream,Beauty,2335.32,2335.32,11676.6,5,Global Ltd,Cancelled,South,Medium,2025-06-24
U2680,P966,Laptop,Electronics,3223.84,3223.84,19343.04,6,Prime Supplies,Completed,South,Medium,2025-12-29
U2502,P936,Soap,Beauty,4531.27,4531.27,13593.81,3,Prime Supplies,Completed,West,High,2024-08-15
U2337,P329,Football,Sports,2534.94,2534.94,10139.76,4,Prime Supplies,Completed,East,High,2025-01-18
U3273,P580,Shoes,Clothing,239.6,239.6,1916.8,8,Vertex,Completed,North,High,2025-12-23
U9647,P213,Blocks,Toys,1117.49,1117.49,3352.47,3,Global Ltd,Pending,North,High,2025-03-09
U2816,P711,Novel,Books,2128.14,2128.14,21281.4,10,Vertex,Cancelled,South,Low,2025-05-26
U4941,P526,Jeans,Clothing,1491.8,1491.8,1491.8,1,ABC Corp,Cancelled,East,High,2025-08-07
U6447,P145,Dictionary,Books,3678.06,3678.06,7356.12,2,Vertex,Pending,South,Low,2024-05-16
U3209,P833,Soap,Beauty,4905.05,4905.05,39240.4,8,ABC Corp,Pending,South,High,2024-03-05
U9444,P934,Guide,Books,4434.66,4434.66,26607.96,6,Prime Supplies,Completed,South,Medium,2025-02-11
U6438,P227,Bread,Groceries,4317.59,4317.59,4317.59,1,NextGen,Pending,West,Medium,2024-10-06
U7018,P373,Rice,Groceries,4869.93,4869.93,38959.44,8,NextGen,Completed,West,Low,2025-06-15
U6372,P402,Jacket,Clothing,2750.1,2750.1,16500.6,6,NextGen,Cancelled,West,High,2025-11-07
U6776,P545,Perfume,Beauty,1790.16,1790.16,1790.16,1,ABC Corp,Completed,West,Medium,2025-09-21
U8179,P229,T-Shirt,Clothing,4766.31,4766.31,14298.93,3,Global Ltd,Cancelled,East,Medium,2024-02-05
U8371,P480,Gloves,Sports,4749.86,4749.86,4749.86,1,ABC Corp,Cancelled,South,Low,2025-01-14
U2858,P853,Milk,Groceries,2020.27,2020.27,10101.35,5,NextGen,Cancelled,West,Low,2024-01-27
U4515,P392,Sofa,Furniture,1345.79,1345.79,6728.95,5,Global Ltd,Completed,South,High,2025-09-18
U6236,P455,Shampoo,Beauty,904.65,904.65,7237.2,8,Vertex,Cancelled,East,Medium,2025-11-14
U9335,P224,Jeans,Clothing,3573.46,3573.46,10720.38,3,Global Ltd,Completed,West,High,2024-08-17
U3126,P188,Rice,Groceries,2792.41,2792.41,16754.46,6,Prime Supplies,Pending,West,Low,2025-09-18
U1907,P630,Jeans,Clothing,3850.52,3850.52,11551.56,3,Prime Supplies,Completed,South,Medium,2024-05-07
U2292,P301,Dictionary,Books,1762.81,1762.81,15865.29,9,Global Ltd,Cancelled,East,Low,2024-09-13
U3526,P774,Table,Furniture,2537.74,2537.74,7613.22,3,Vertex,Completed,North,High,2024-06-24
U4453,P526,Laptop,Electronics,4745.31,4745.31,47453.1,10,NextGen,Cancelled,East,Low,2025-08-08
U2195,P161,Doll,Toys,2440.58,2440.58,17084.06,7,NextGen,Pending,West,Medium,2025-12-06
U6231,P508,Notebook,Books,1733.95,1733.95,5201.85,3,Prime Supplies,Cancelled,North,Medium,2024-12-19
U3308,P151,Dictionary,Books,2359.04,2359.04,11795.2,5,NextGen,Cancelled,West,High,2024-04-09
U4110,P610,Shoes,Clothing,4076.72,4076.72,40767.2,10,NextGen,Pending,West,High,2024-06-12
U4944,P697,Table,Furniture,4728.9,4728.9,42560.1,9,ABC Corp,Completed,East,Medium,2024-08-08
U8060,P370,Perfume,Beauty,1464.45,1464.45,1464.45,1,NextGen,Pending,North,Medium,2024-05-17
U5728,P495,Monitor,Electronics,2872.89,2872.89,11491.56,4,Vertex,Pending,North,High,2024-03-16
U6990,P303,Sofa,Furniture,1999.82,1999.82,11998.92,6,Vertex,Completed,North,High,2024-05-27
U3440,P627,Jeans,Clothing,3582.28,3582.28,28658.24,8,Prime Supplies,Cancelled,East,High,2025-09-12
U9311,P645,Gloves,Sports,4953.55,4953.55,24767.75,5,Vertex,Pending,West,High,2025-06-05
U6040,P744,Rice,Groceries,1689.64,1689.64,3379.28,2,Vertex,Pending,East,Low,2025-12-05
U9589,P838,Guide,Books,3620.93,3620.93,36209.3,10,Global Ltd,Cancelled,South,High,2025-10-06
U3481,P807,Desk,Furniture,994.38,994.38,7955.04,8,NextGen,Cancelled,West,Low,2025-02-26
U6325,P589,Monitor,Electronics,3543.59,3543.59,31892.31,9,Prime Supplies,Completed,West,Low,2025-11-09
U4150,P385,Bread,Groceries,2754.05,2754.05,13770.25,5,Global Ltd,Pending,East,Low,2024-09-09
U6714,P914,Dictionary,Books,3466.69,3466.69,27733.52,8,Prime Supplies,Completed,West,Medium,2025-07-27
U5712,P454,Tea,Groceries,4775.31,4775.31,14325.93,3,Prime Supplies,Cancelled,West,High,2024-03-21
U5450,P211,Notebook,Books,4148.36,4148.36,20741.8,5,Global Ltd,Completed,South,Low,2024-05-20
U8739,P797,Notebook,Books,309.83,309.83,2168.81,7,ABC Corp,Cancelled,South,Medium,2024-04-12
U5706,P392,Shampoo,Beauty,2413.37,2413.37,9653.48,4,ABC Corp,Cancelled,South,Low,2024-11-24
U3880,P956,Monitor,Electronics,4570.49,4570.49,13711.47,3,NextGen,Completed,East,High,2024-02-07
U6489,P565,Monitor,Electronics,1527.04,1527.04,15270.4,10,Global Ltd,Cancelled,West,Medium,2024-10-18
U8518,P363,Notebook,Books,4053.63,4053.63,24321.78,6,ABC Corp,Cancelled,East,Medium,2025-10-25
U9442,P188,Guide,Books,918.7,918.7,6430.9,7,ABC Corp,Completed,South,Medium,2024-12-01
U4858,P871,Bread,Groceries,4682.34,4682.34,4682.34,1,Prime Supplies,Pending,North,Medium,2025-04-02
U8625,P263,Tea,Groceries,3479.2,3479.2,3479.2,1,Vertex,Cancelled,East,Low,2024-11-10
U4618,P236,Sofa,Furniture,3211.62,3211.62,16058.1,5,Global Ltd,Pending,East,Medium,2024-08-12
U2341,P557,Perfume,Beauty,3798.89,3798.89,15195.56,4,ABC Corp,Cancelled,North,High,2025-06-22
U9525,P219,Notebook,Books,2884.87,2884.87,8654.61,3,Vertex,Pending,North,Low,2025-03-28
U7806,P677,Shampoo,Beauty,4053.03,4053.03,32424.24,8,Vertex,Pending,East,Low,2025-04-12
U2196,P533,Headphones,Electronics,2009.95,2009.95,2009.95,1,ABC Corp,Cancelled,North,High,2024-02-16
U3218,P846,Soap,Beauty,207.09,207.09,1449.63,7,Prime Supplies,Pending,West,Medium,2025-10-18
U6697,P282,Gloves,Sports,447.24,447.24,4025.16,9,Vertex,Completed,South,High,2024-05-01
U9920,P644,Monitor,Electronics,4893.53,4893.53,39148.24,8,Global Ltd,Completed,West,Medium,2025-03-10
U1724,P549,Phone,Electronics,2259.88,2259.88,2259.88,1,Vertex,Completed,North,High,2025-02-15
U6253,P409,Doll,Toys,1209.1,1209.1,12091.0,10,Vertex,Completed,West,Medium,2024-08-30
U3869,P795,Car,Toys,351.74,351.74,3517.4,10,Vertex,Pending,North,Medium,2025-10-03
U7688,P407,Gloves,Sports,3939.73,3939.73,23638.38,6,Global Ltd,Cancelled,West,High,2024-06-01
U1944,P522,Guide,Books,1538.65,1538.65,4615.95,3,Vertex,Cancelled,South,Medium,2025-07-29
U8369,P194,Notebook,Books,1312.23,1312.23,7873.38,6,ABC Corp,Pending,West,Low,2025-01-14
U4555,P313,Headphones,Electronics,4374.42,4374.42,17497.68,4,Prime Supplies,Completed,South,High,2025-05-05
U4350,P345,Table,Furniture,3747.05,3747.05,29976.4,8,Prime Supplies,Pending,West,Low,2025-02-10
U9147,P200,Tea,Groceries,1576.69,1576.69,9460.14,6,Prime Supplies,Completed,East,Medium,2025-04-22
U1265,P666,Gloves,Sports,276.29,276.29,1105.16,4,Prime Supplies,Completed,South,Medium,2024-09-24
U6530,P881,Guide,Books,1930.21,1930.21,7720.84,4,NextGen,Pending,South,Low,2024-09-20
U9882,P160,Rice,Groceries,887.87,887.87,7990.83,9,ABC Corp,Cancelled,North,High,2025-10-19
U3937,P198,Doll,Toys,134.86,134.86,944.02,7,Global Ltd,Completed,East,Medium,2024-04-19
U7652,P678,Doll,Toys,3984.93,3984.93,7969.86,2,Global Ltd,Pending,North,Low,2025-04-15
U8798,P752,Laptop,Electronics,512.83,512.83,3589.81,7,Global Ltd,Completed,West,Medium,2024-02-27
U1697,P316,Tea,Groceries,2850.99,2850.99,5701.98,2,Prime Supplies,Completed,North,Low,2024-08-23
U3938,P116,Doll,Toys,4501.59,4501.59,45015.9,10,Vertex,Completed,West,High,2024-11-18
U7375,P653,Blocks,Toys,854.13,854.13,3416.52,4,NextGen,Cancelled,South,Low,2025-11-24
U6829,P484,Monitor,Electronics,3188.91,3188.91,25511.28,8,Global Ltd,Cancelled,West,High,2025-07-20
U5419,P235,Chair,Furniture,75.72,75.72,378.6,5,Global Ltd,Pending,West,Low,2024-04-14
U2524,P712,Yoga Mat,Sports,561.3,561.3,1122.6,2,NextGen,Completed,East,Medium,2025-09-03
U4977,P633,Bat,Sports,3906.89,3906.89,35162.01,9,NextGen,Completed,South,Medium,2025-08-08
U4203,P209,Doll,Toys,4723.9,4723.9,37791.2,8,Prime Supplies,Completed,West,Medium,2025-04-13
U8055,P708,Bat,Sports,4030.18,4030.18,24181.08,6,Prime Supplies,Pending,South,Medium,2025-10-28
U5775,P748,Tea,Groceries,929.3,929.3,6505.1,7,Vertex,Completed,East,Medium,2025-12-12
U4273,P658,Doll,Toys,4091.65,4091.65,28641.55,7,Vertex,Completed,West,Low,2025-08-29
U2133,P789,Guide,Books,2220.35,2220.35,11101.75,5,Global Ltd,Cancelled,East,High,2025-02-22
U2211,P712,Car,Toys,3310.38,3310.38,23172.66,7,Vertex,Pending,West,Low,2025-04-04
U9796,P753,Laptop,Electronics,3964.07,3964.07,23784.42,6,ABC Corp,Completed,East,High,2025-08-31
U6432,P208,Laptop,Electronics,2837.94,2837.94,19865.58,7,ABC Corp,Pending,South,Low,2025-03-16
U9199,P453,Novel,Books,2256.6,2256.6,15796.2,7,NextGen,Completed,East,Medium,2024-06-03
U6620,P903,Desk,Furniture,624.54,624.54,1873.62,3,Vertex,Pending,East,Medium,2025-04-11
U5919,P929,Chair,Furniture,2218.92,2218.92,17751.36,8,ABC Corp,Pending,North,Low,2024-02-15
U3623,P673,Shoes,Clothing,4653.12,4653.12,18612.48,4,NextGen,Completed,West,Low,2024-12-04
U4232,P706,Shoes,Clothing,972.62,972.62,6808.34,7,NextGen,Completed,South,High,2025-04-05
U9796,P474,Blocks,Toys,3774.01,3774.01,7548.02,2,Global Ltd,Pending,North,Medium,2024-07-10
U7431,P216,Perfume,Beauty,2662.19,2662.19,15973.14,6,Prime Supplies,Pending,South,Low,2025-08-24
U3258,P492,Tea,Groceries,3482.51,3482.51,31342.59,9,Global Ltd,Pending,South,Low,2025-08-11
U8389,P154,Jacket,Clothing,2473.73,2473.73,7421.19,3,ABC Corp,Pending,South,High,2025-09-26
U7703,P603,Gloves,Sports,4820.95,4820.95,43388.55,9,NextGen,Pending,South,High,2025-12-02
U5503,P650,Headphones,Electronics,3989.61,3989.61,15958.44,4,Global Ltd,Pending,West,Low,2024-08-18
U7010,P942,Chair,Furniture,2884.93,2884.93,14424.65,5,NextGen,Cancelled,South,Medium,2025-07-09
U1528,P369,Table,Furniture,3693.14,3693.14,14772.56,4,ABC Corp,Pending,North,High,2025-04-05
U8015,P730,Notebook,Books,4062.98,4062.98,40629.8,10,Global Ltd,Completed,North,Low,2024-06-18
U6302,P399,Bread,Groceries,2684.79,2684.79,26847.9,10,Vertex,Pending,North,High,2025-12-21
U3078,P986,Bat,Sports,4597.91,4597.91,22989.55,5,Global Ltd,Completed,East,High,2025-12-19
U7786,P562,Football,Sports,2472.82,2472.82,24728.2,10,ABC Corp,Pending,East,Low,2025-01-19
U1040,P848,Tea,Groceries,2300.74,2300.74,18405.92,8,Prime Supplies,Completed,West,High,2024-04-05
U5646,P660,Bat,Sports,4133.0,4133.0,33064.0,8,Vertex,Pending,East,Low,2024-12-11
U5489,P770,Jacket,Clothing,4416.63,4416.63,22083.15,5,Prime Supplies,Completed,East,Low,2024-04-05
U4836,P771,T-Shirt,Clothing,306.35,306.35,1531.75,5,ABC Corp,Completed,South,Medium,2025-03-15
U8291,P108,Table,Furniture,706.86,706.86,2827.44,4,ABC Corp,Pending,South,Medium,2024-01-10
U2678,P420,Table,Furniture,1183.29,1183.29,2366.58,2,Prime Supplies,Completed,West,High,2024-04-15
U4559,P202,Jeans,Clothing,4603.48,4603.48,46034.8,10,ABC Corp,Cancelled,West,Medium,2024-03-29
U2380,P666,Yoga Mat,Sports,1606.79,1606.79,4820.37,3,ABC Corp,Cancelled,East,High,2024-09-11
U4921,P495,Novel,Books,3751.83,3751.83,18759.15,5,Global Ltd,Pending,North,Low,2025-05-21
U7895,P659,Phone,Electronics,4935.07,4935.07,29610.42,6,NextGen,Completed,North,Low,2025-01-09
U3501,P185,Yoga Mat,Sports,458.02,458.02,4122.18,9,ABC Corp,Cancelled,South,High,2024-10-11
U8167,P159,Milk,Groceries,1984.12,1984.12,3968.24,2,ABC Corp,Pending,North,Medium,2024-09-01
U3248,P111,Phone,Electronics,1580.99,1580.99,4742.97,3,NextGen,Pending,East,High,2025-12-19
U2934,P443,Tea,Groceries,678.31,678.31,3391.55,5,Prime Supplies,Cancelled,North,Medium,2024-01-31
U9185,P270,Table,Furniture,2505.93,2505.93,22553.37,9,Global Ltd,Pending,North,Low,2025-08-03
U7870,P429,Jeans,Clothing,4659.24,4659.24,4659.24,1,NextGen,Cancelled,East,Medium,2024-08-17
U1862,P328,Chair,Furniture,2879.1,2879.1,5758.2,2,NextGen,Completed,West,Medium,2024-07-02
U7044,P398,Blocks,Toys,1670.14,1670.14,15031.26,9,Vertex,Completed,West,Medium,2024-07-24
U9954,P254,Shampoo,Beauty,4989.05,4989.05,19956.2,4,NextGen,Completed,South,Low,2024-09-08
U1023,P485,Bread,Groceries,3197.91,3197.91,3197.91,1,ABC Corp,Completed,South,Medium,2025-11-04
U2524,P337,Soap,Beauty,4807.87,4807.87,14423.61,3,Prime Supplies,Pending,North,Low,2024-02-14
U6345,P563,Bread,Groceries,4633.91,4633.91,32437.37,7,Global Ltd,Completed,South,High,2024-11-21
U6145,P223,Table,Furniture,819.28,819.28,2457.84,3,Global Ltd,Pending,East,Medium,2025-02-20
U5984,P813,Puzzle,Toys,4269.79,4269.79,8539.58,2,Global Ltd,Pending,South,High,2025-12-22
U5896,P939,Notebook,Books,4843.58,4843.58,33905.06,7,ABC Corp,Pending,West,Low,2024-09-23
